code,county,totalpop,income,incomepercap,crime_rate_per_100000
Louisiana,Caddo,254742,41234,24876,614.7822368
Louisiana,Calcasieu,195887,45312,25005,504.3626086
Louisiana,Caldwell,9990,33294,21493,240.2642907
Louisiana,Cameron,6706,64231,29679,29.65599051
Louisiana,Catahoula,10247,34904,21851,439.5389725
Louisiana,Claiborne,16639,32072,17547,450.4504505
Louisiana,Concordia,20449,29654,17498,577.2429312
Louisiana,De Soto,26965,41468,22513,1447.40243
Louisiana,East Baton Rouge,444690,49285,27944,667.0754469
Louisiana,East Carroll,7501,21099,11313,557.843007
Louisiana,East Feliciana,19855,45520,21348,20.2757502
Louisiana,Evangeline,33768,30009,18484,41.69396629
Louisiana,Franklin,20550,30275,17324,243.0606193
Louisiana,Grant,22362,39914,17987,54.47117567
Louisiana,Iberia,73938,45261,23977,124.5296299
Louisiana,Iberville,33229,45117,21428,974.0162436
Louisiana,Jackson,16109,38029,18986,0
Louisiana,Jefferson,435092,47947,27127,440.2358045
Louisiana,Jefferson Davis,31434,39063,22260,143.7653749
Louisiana,Lafayette,231811,51869,30240,554.917802
Louisiana,Lafourche,97474,51030,25303,185.2976601
Louisiana,Lincoln,47349,33467,21003,324.7985827
Louisiana,Livingston,133949,58251,25999,381.1925134
Louisiana,Madison,11873,23854,14205,435.9855789
Louisiana,Morehouse,27012,28003,18209,639.3909155
Louisiana,Natchitoches,39330,31345,19883,569.7787317
Louisiana,Orleans,376738,36792,27721,782.1184796
Louisiana,Ouachita,155769,37754,21770,462.1687364
Louisiana,Plaquemines,23599,50314,24837,165.6050955
Louisiana,Pointe Coupee,22498,43825,25024,480.0213343
Louisiana,Rapides,132225,40734,21671,773.792033
Louisiana,Red River,8838,38000,23016,742.0733078
Louisiana,Richland,20777,36421,19699,302.0568634
Louisiana,Sabine,24248,38828,22605,321.8485661
Louisiana,St. Bernard,42858,42753,20160,216.1814084
Louisiana,St. Charles,52639,59990,27247,503.6395081
Louisiana,St. Helena,10818,35437,18620,496.5517241
Louisiana,St. James,21650,51107,24071,579.2570798
Louisiana,St. John the Baptist,44161,50921,22660,139.3935239
Louisiana,St. Landry,83613,32625,19156,551.2018597
Louisiana,St. Martin,53126,42794,22983,353.2567629
Louisiana,St. Mary,53441,40781,21847,562.1649889
Louisiana,St. Tammany,242960,62137,31022,184.8695803
Louisiana,Tangipahoa,125486,41302,21671,952.8593755
Louisiana,Tensas,4893,22940,16912,40.74979625
Louisiana,Terrebonne,112742,47826,23626,382.2650312
Louisiana,Union,22533,34992,19676,290.905836
Louisiana,Vermilion,59110,45374,23261,383.1029653
Louisiana,Vernon,52476,46312,21578,222.4080903
Louisiana,Washington,46556,30705,17745,495.4867619
Louisiana,Webster,40617,33681,20248,329.4163922
Louisiana,West Baton Rouge,24669,53703,26118,325.5605746
Louisiana,West Carroll,11454,31926,19353,566.9428696
Louisiana,West Feliciana,15415,56685,22122,155.4001554
Louisiana,Winn,14855,31087,17877,337.5413488
Maine,Androscoggin,107393,47537,25011,141.2586893
Maine,Aroostook,70005,36923,21763,84.21954179
Maine,Cumberland,286119,60051,34081,132.7700241
Maine,Franklin,30402,42811,22980,127.889818
Maine,Hancock,54658,47030,28432,76.57945118
Maine,Kennebec,121112,46917,25957,168.3668416
Maine,Knox,39723,50693,28144,75.85335019
Maine,Lincoln,34156,50462,29078,120.2769303
Maine,Oxford,57421,40630,21280,113.4835973
Maine,Penobscot,153437,44271,24149,90.6340471
Maine,Piscataquis,17156,37495,22856,210.2312544
Maine,Sagadahoc,35092,53298,30062,57.12164053
Maine,Somerset,51577,40066,21729,125.7107492
Maine,Waldo,38976,44082,24473,53.92912173
Maine,Washington,32191,38083,21977,133.5818577
Maine,York,199682,57919,30705,143.4079957
Maryland,Allegany,73549,40551,21674,364.5217013
Maryland,Anne Arundel,555280,89860,41706,442.1108318
Maryland,Baltimore,822959,67095,35011,508.0101821
Maryland,Calvert,90114,95828,39011,127.0942929
Maryland,Caroline,32661,52465,24943,351.7572569
Maryland,Carroll,167444,85385,36936,182.6167912
Maryland,Cecil,101960,66396,29538,538.6947691
Maryland,Charles,152754,90607,36809,376.1513502
Maryland,Dorchester,32534,47093,27870,508.2669933
Maryland,Frederick,241373,83700,37449,256.8255533
Maryland,Garrett,29813,45432,25348,230.8541604
Maryland,Harford,248966,80465,35746,279.2769296
Maryland,Howard,304115,110238,48104,190.4261606
Maryland,Kent,19923,58147,30081,426.1933414
Maryland,Montgomery,1017859,99435,49110,184.719434
Maryland,Prince George's,892816,74260,32639,555.679764
Maryland,Queen Anne's,48600,85963,38733,191.6853886
Maryland,St. Mary's,109614,86987,36668,234.4184689
Maryland,Somerset,25980,35154,16631,308.3012979
Maryland,Talbot,37799,58228,38317,234.6365769
Maryland,Washington,149270,56228,27066,258.7105918
Maryland,Wicomico,101182,52278,26241,549.080241
Maryland,Worcester,51519,56773,32419,360.3254553
Maryland,Baltimore city,622454,42241,25707,1419.537569
Massachusetts,Barnstable,214766,63251,37678,421.4149495
Massachusetts,Berkshire,129288,49956,30469,333.371918
Massachusetts,Bristol,552763,56842,29607,515.394913
Massachusetts,Dukes,17048,64222,38560,191.2378303
Massachusetts,Essex,763849,69068,36212,374.1394007
Massachusetts,Franklin,71144,55221,30584,317.3221381
Massachusetts,Hampden,468041,50461,26560,583.3274487
Massachusetts,Hampshire,160759,61368,30244,243.1138625
Massachusetts,Middlesex,1556116,85118,44152,211.2954517
Massachusetts,Nantucket,10556,84057,45000,490.4317723
Massachusetts,Norfolk,687721,88262,45829,185.0823347
Massachusetts,Plymouth,503681,75459,36163,365.0020422
Massachusetts,Suffolk,758919,55044,34420,831.2342903
Massachusetts,Worcester,810935,65313,32284,430.9694898
Michigan,Alcona,10550,38033,23933,132.3501607
Michigan,Alger,9476,39300,21259,157.5299307
Michigan,Allegan,112837,54264,25161,200.8335481
Michigan,Alpena,29068,38829,22082,182.1869307
Michigan,Antrim,23267,46845,27155,154.0436457
Michigan,Arenac,15424,38307,21197,154.9686834
Michigan,Baraga,8690,39803,17461,161.0120759
Michigan,Barry,59147,55064,25795,155.6762611
Michigan,Bay,106698,45583,24445,302.343867
Michigan,Benzie,17437,47388,25023,74.59260959
Michigan,Berrien,155565,44993,25241,432.2005514
Michigan,Branch,43706,44373,21263,203.8992875
Michigan,Calhoun,134790,42520,23150,602.1686961
Michigan,Cass,51952,46570,24314,136.7751878
Michigan,Charlevoix,26134,46554,28188,145.4322783
Michigan,Cheboygan,25690,40219,23631,108.8393065
Michigan,Chippewa,38586,41993,20396,284.2671077
Michigan,Clare,30710,33015,19181,219.1762897
Michigan,Clinton,76905,60909,29766,130.3118362
Michigan,Crawford,13895,41743,22595,287.6869965
Michigan,Delta,36712,42031,23061,262.837014
Michigan,Dickinson,26012,43779,24880,38.31711242
Michigan,Eaton,108341,54993,27577,174.4379223
Michigan,Emmet,33018,51018,31109,126.7350634
Michigan,Genesee,415874,42327,22957,922.7783984
Michigan,Gladwin,25501,38021,21234,223.5907896
Michigan,Gogebic,15824,35686,21008,106.8107565
Michigan,Grand Traverse,89907,52950,28050,174.4696456
Michigan,Gratiot,41878,41912,19618,140.5833016
Michigan,Hillsdale,46178,41961,21291,190.8852303
Michigan,Houghton,36660,37776,20081,66.25258799
Michigan,Huron,32290,42161,23382,124.1310824
Michigan,Ingham,283491,45679,25436,485.4128135
Michigan,Ionia,64064,49124,20921,132.6611833
Michigan,Iosco,25401,37317,23486,208.4234535
Michigan,Iron,11507,33663,21725,156.3042723
Michigan,Isabella,70669,39377,20518,214.3790107
Michigan,Jackson,159759,46326,23377,316.1458885
Michigan,Kalamazoo,256752,47476,26416,375.8885967
Michigan,Kalkaska,17230,40534,21320,255.8734589
Michigan,Kent,622590,53063,27032,395.6892392
Michigan,Keweenaw,2198,37813,24384,228.2062985
Michigan,Lake,11426,30439,16679,289.8296153
Michigan,Lapeer,88235,52996,24478,158.39075
Michigan,Leelanau,21772,56189,34322,22.99167701
Michigan,Lenawee,98902,48043,23252,205.6700407
Michigan,Livingston,184591,75204,33619,88.37418606
Michigan,Luce,6477,37088,18427,276.837896
Michigan,Mackinac,11044,38434,23889,244.100895
Michigan,Macomb,854689,54582,27525,290.7218207
Michigan,Manistee,24536,41395,22647,237.2188139
Michigan,Marquette,67582,45409,23785,163.9586411
Michigan,Mason,28711,42024,24244,276.1754938
Michigan,Mecosta,43301,41889,20405,570.6597383
Michigan,Menominee,23717,40373,23233,180.7406162
Michigan,Midland,83624,54059,30172,121.5457763
Michigan,Missaukee,14988,41098,20530,112.9493057
Michigan,Monroe,150436,55653,26982,265.3348939
Michigan,Montcalm,63004,41584,19955,185.4052769
Michigan,Montmorency,9401,36250,20771,74.86631016
Michigan,Muskegon,171483,42829,21291,529.2150075
Michigan,Newaygo,48029,43693,21230,249.9947918
Michigan,Oakland,1229503,67465,37728,206.391478
Michigan,Oceana,26229,41617,20234,152.4099829
Michigan,Ogemaw,21222,36063,20972,249.5996986
Michigan,Ontonagon,6298,34459,21896,158.1777918
Michigan,Osceola,23234,38999,19205,240.7670149
Michigan,Oscoda,8444,33021,19520,167.0843776
Michigan,Otsego,24141,48917,25743,194.7863567
Michigan,Ottawa,273136,58989,26519,171.6165324
Michigan,Presque Isle,13037,41213,23550,91.86954525
Michigan,Roscommon,24068,35133,22513,191.5549263
Michigan,Saginaw,196479,43042,23139,828.830479
Michigan,St. Clair,160429,49730,25429,259.2401025
Michigan,St. Joseph,61022,44449,21559,311.6593399
Michigan,Sanilac,42014,41100,21374,222.365684
Michigan,Schoolcraft,8288,34118,20580,424.3967503
Michigan,Shiawassee,69113,48233,23582,227.8664731
Michigan,Tuscola,54420,43768,21904,165.8588725
Michigan,Van Buren,75351,46008,22358,282.2874561
Michigan,Washtenaw,354092,61003,34738,294.4331527
Michigan,Wayne,1778969,41210,22897,1065.188284
Michigan,Wexford,32751,41534,20988,260.3767805
Minnesota,Aitkin,15839,42252,25591,139.7535256
Minnesota,Anoka,338764,70873,31775,137.8359752
Minnesota,Becker,33138,52038,26399,81.24943577
Minnesota,Beltrami,45434,44757,22524,240.8583315
Minnesota,Benton,39221,52178,25341,142.8061407
Minnesota,Big Stone,5134,47794,27426,0
Minnesota,Blue Earth,65125,50061,26440,242.6443658
Minnesota,Brown,25391,52598,28018,23.68545713
Minnesota,Carlton,35443,53227,24584,132.5437112
Minnesota,Carver,95715,86323,40322,62.78646324
Minnesota,Cass,28519,46531,25720,371.2134477
Minnesota,Chippewa,12154,50858,26372,157.1156868
Minnesota,Chisago,53834,71001,29553,79.98363126
Minnesota,Clay,60879,57965,25896,135.1774616
Minnesota,Clearwater,8752,43421,23391,79.20343969
Minnesota,Cook,5194,52299,33056,38.46153846
Minnesota,Cottonwood,11632,46750,24978,77.47933884
Minnesota,Crow Wing,63048,49435,27936,159.7899
Minnesota,Dakota,408456,75567,36171,117.5004712
Minnesota,Dodge,20290,68116,30091,191.6556096
Minnesota,Douglas,36620,54531,29953,93.03598303
Minnesota,Faribault,14230,47540,27135,112.747516
Minnesota,Fillmore,20843,51665,26348,52.79577634
Minnesota,Freeborn,30897,47105,26494,116.3241567
Minnesota,Goodhue,46377,57062,30236,142.0454545
Minnesota,Grant,5961,50174,27952,100.1836701
Minnesota,Hennepin,1197776,65834,38724,410.0842691
Minnesota,Houston,18812,53809,27626,85.11091015
Minnesota,Hubbard,20574,47486,25725,91.97405364
Minnesota,Isanti,38296,59865,27152,49.73301225
Minnesota,Itasca,45354,47761,25219,234.8345185
Minnesota,Jackson,10211,50574,27494,58.47953216
Minnesota,Kanabec,16003,47384,23661,250.0625156
Minnesota,Kandiyohi,42444,52632,27560,172.1292148
Minnesota,Kittson,4480,52326,29279,44.41483455
Minnesota,Koochiching,13054,42919,25398,189.3078904
Minnesota,Lac qui Parle,7023,49903,29541,28.46164793
Minnesota,Lake,10750,48417,29346,46.39510068
Minnesota,Lake of the Woods,3949,42263,22543,50.9035378
Minnesota,Le Sueur,27707,60632,28483,43.14994606
Minnesota,Lincoln,5808,49575,26910,102.915952
Minnesota,Lyon,25699,51600,28010,164.7898929
Minnesota,McLeod,36046,56128,27612,150.3424467
Minnesota,Mahnomen,5496,41118,19743,307.3029646
Minnesota,Marshall,9453,54092,27863,31.83023873
Minnesota,Martin,20350,51391,28244,97.93360102
Minnesota,Meeker,23129,55042,27313,116.7870583
Minnesota,Mille Lacs,25809,49094,23603,294.1973445
Minnesota,Morrison,32962,50049,24984,73.01046483
Minnesota,Mower,39227,49427,26265,231.3931904
Minnesota,Murray,8529,51983,28976,70.31524669
Minnesota,Nicollet,33086,58640,28118,93.84838944
Minnesota,Nobles,21687,50625,23515,115.6497201
Minnesota,Norman,6692,50377,25314,0
Minnesota,Olmsted,148736,68023,35267,168.8713763
Minnesota,Otter Tail,57511,52365,28066,100.7276706
Minnesota,Pennington,14110,47127,25500,148.7462813
Minnesota,Pine,29218,44549,22436,202.7212754
Minnesota,Pipestone,9354,46990,26842,21.57497303
Minnesota,Polk,31547,53326,26766,259.7484874
Minnesota,Pope,10948,52785,30071,73.17965606
Minnesota,Ramsey,527411,56104,30333,462.49008
Minnesota,Red Lake,4061,50332,25183,0
Minnesota,Redwood,15723,47211,25716,190.5487805
Minnesota,Renville,15171,52149,28698,39.56217856
Minnesota,Rice,64886,59598,26660,135.2826331
Minnesota,Rock,9563,51496,26065,892.8571429
Minnesota,Roseau,15615,53199,26698,77.31958763
Minnesota,St. Louis,200506,48331,27190,243.8416276
Minnesota,Scott,137322,87794,36180,109.3039524
Minnesota,Sherburne,90401,74170,29923,108.6980634
Minnesota,Sibley,15021,56990,27493,0
Minnesota,Stearns,152595,56336,27135,207.1114852
Minnesota,Steele,36523,57858,28087,93.24009324
Minnesota,Stevens,9771,52302,25739,112.9943503
Minnesota,Swift,9525,49035,27202,199.0362455
Minnesota,Todd,24466,46414,23808,147.6499057
Minnesota,Traverse,3429,49186,29120,87.08272859
Minnesota,Wabasha,21381,56510,30468,41.97173903
Minnesota,Wadena,13759,41906,22002,108.6641553
Minnesota,Waseca,19076,53564,26457,115.1953084
Minnesota,Washington,246670,83706,38461,67.72018183
Minnesota,Watonwan,11054,50604,25973,107.748945
Minnesota,Wilkin,6526,51476,26862,122.0070154
Minnesota,Winona,51213,50547,24660,81.98001249
Minnesota,Wright,128691,73557,30238,63.04973924
Minnesota,Yellow Medicine,10092,53041,26885,69.01311249
Mississippi,Adams,31979,28869,17669,246.1826114
Mississippi,Alcorn,37319,36163,19467,0
Mississippi,Amite,12840,30704,17635,62.02031165
Mississippi,Attala,19175,32886,20604,93.18217114
Mississippi,Benton,8470,33141,19935,0
Mississippi,Bolivar,33803,27585,15751,155.6580223
Mississippi,Calhoun,14789,31098,17434,0
Mississippi,Carroll,10338,37289,20627,0
Mississippi,Chickasaw,17391,30926,17538,115.5334758
Mississippi,Choctaw,8354,30692,17464,143.3520487
Mississippi,Claiborne,9330,23259,12229,291.7972549
Mississippi,Clarke,16362,35993,20071,0
Mississippi,Clay,20279,31669,18405,333.2026656
Mississippi,Coahoma,25254,28851,15393,95.30617107
Mississippi,Copiah,28921,35130,17762,55.32312161
Mississippi,Covington,19471,31631,16245,0
Mississippi,DeSoto,168586,58278,26085,150.9747979
Mississippi,Forrest,76267,36416,19897,167.4041968
Mississippi,Franklin,7857,38170,22098,252.1750095
Mississippi,George,23104,44258,21413,51.8157088
Mississippi,Greene,14129,40176,15728,21.06149958
Mississippi,Grenada,21591,31779,19138,439.5706089
Mississippi,Hancock,45627,43355,22286,57.06008866
Mississippi,Harrison,196268,41722,22120,202.5445293
Mississippi,Hinds,245874,37324,20598,721.5219335
Mississippi,Holmes,18772,20732,11972,65.11829824
Mississippi,Humphreys,8984,23216,13503,33.62474781
Mississippi,Issaquena,1291,23491,12423,0
Mississippi,Itawamba,23451,35004,19483,132.2864214
Mississippi,Jackson,140676,48406,24001,296.9028124
Mississippi,Jasper,16588,31578,18260,6.071645416
Mississippi,Jefferson,7586,20743,12601,288.3733124
Mississippi,Jefferson Davis,11941,26279,15682,644.4593237
Mississippi,Jones,68276,37143,20465,227.6649121
Mississippi,Kemper,10211,30056,14516,38.85758694
Mississippi,Lafayette,51169,44643,23227,25.3322421
Mississippi,Lamar,58885,52035,26403,52.72019183
Mississippi,Lauderdale,79832,38132,21525,342.662048
Mississippi,Lawrence,12586,35634,19844,0
Mississippi,Leake,23153,33452,17696,51.30616957
Mississippi,Lee,85036,42784,22282,63.27630654
Mississippi,Leflore,31516,24233,14563,661.2459265
Mississippi,Lincoln,34765,36473,18844,103.4185579
Mississippi,Lowndes,59699,40239,21410,253.6630954
Mississippi,Madison,100202,64376,34478,92.61841214
Mississippi,Marion,26109,30668,19491,190.9854851
Mississippi,Marshall,36385,37419,19047,265.6442558
Mississippi,Monroe,36175,36783,19215,74.75910954
Mississippi,Montgomery,10464,30146,17674,94.75978395
Mississippi,Neshoba,29553,35645,18572,176.2293693
Mississippi,Newton,21663,37045,20413,0
Mississippi,Noxubee,11143,26677,14450,0
Mississippi,Oktibbeha,49048,32485,20091,161.0831311
Mississippi,Panola,34373,36555,19525,383.6986222
Mississippi,Pearl River,55196,40976,19786,52.65833818
Mississippi,Perry,12187,34045,17928,16.486687
Mississippi,Pike,40075,31677,17777,242.4151547
Mississippi,Pontotoc,30517,40645,19695,142.4086481
Mississippi,Prentiss,25380,32945,17644,0
Mississippi,Quitman,7761,24583,14503,0
Mississippi,Rankin,146761,58801,27389,83.12495316
Mississippi,Scott,28293,32935,17256,293.5663
Mississippi,Sharkey,4805,30525,15993,0
Mississippi,Simpson,27401,35375,17412,149.0909091
Mississippi,Smith,16257,32951,21050,0
Mississippi,Stone,17978,45025,19484,77.70870337
Mississippi,Sunflower,27911,27384,13718,371.4683716
Mississippi,Tallahatchie,14959,29731,13819,72.93946025
Mississippi,Tate,28415,42880,21547,334.8253621
Mississippi,Tippah,22054,35609,20012,54.33798225
Mississippi,Tishomingo,19539,35143,18881,66.5676686
Mississippi,Tunica,10477,31211,17246,340.9090909
Mississippi,Union,27811,35865,18889,21.61850544
Mississippi,Walthall,14978,31384,17872,133.949501
Mississippi,Warren,48020,41121,22417,391.9698038
Mississippi,Washington,49499,29144,17160,303.896313
Mississippi,Wayne,20564,32557,20231,0
Mississippi,Webster,9999,34448,19938,60.07810153
Mississippi,Wilkinson,9345,29931,15307,0
Mississippi,Winston,18697,33202,19199,117.0960187
Mississippi,Yalobusha,12381,36502,19679,0
Mississippi,Yazoo,27911,28961,14934,279.7403436
Missouri,Adair,25560,37516,19671,215.0789926
Missouri,Andrew,17328,55613,26778,80.25222127
Missouri,Atchison,5440,43933,26069,165.1679207
Missouri,Audrain,25783,41310,18934,175.3633919
Missouri,Barry,35726,39033,19313,281.119982
Missouri,Barton,12166,37467,20780,219.9592668
Missouri,Bates,16643,41060,21715,308.1570997
Missouri,Benton,18854,33042,19122,443.6932178
Missouri,Bollinger,12356,39707,19605,136.1088871
Missouri,Boone,170770,49899,27150,364.8117677
Missouri,Buchanan,89561,46315,22218,382.6800995
Missouri,Butler,42951,35738,19473,554.7431702
Missouri,Caldwell,9083,43691,23082,351.7643179
Missouri,Callaway,44566,47744,22520,261.502739
Missouri,Camden,43927,44816,23996,207.4688797
Missouri,Cape Girardeau,77606,46050,24479,362.131402
Missouri,Carroll,9096,42415,23403,164.3475403
Missouri,Carter,6284,33034,20318,111.2700684
Missouri,Cass,100781,61584,28398,187.7962262
Missouri,Cedar,13892,31532,18255,402.5012578
Missouri,Chariton,7650,40642,20953,314.6303094
Missouri,Christian,80904,53270,24730,173.0552912
Missouri,Clark,6919,43883,23463,130.2460203
Missouri,Clay,230361,62099,29793,105.4353438
Missouri,Clinton,20498,54773,25500,345.1460794
Missouri,Cole,76533,53088,26014,415.9115503
Missouri,Cooper,17593,44549,23252,192.6673089
Missouri,Crawford,24660,36743,19017,199.6495946
Missouri,Dade,7618,37035,20828,158.3531275
Missouri,Dallas,16564,38062,17494,175.3855458
Missouri,Daviess,8277,41642,19208,72.34145165
Missouri,DeKalb,12782,41406,17125,54.51713396
Missouri,Dent,15612,36831,19747,209.7902098
Missouri,Douglas,13516,30508,17343,177.5804661
Missouri,Dunklin,31562,31077,18009,394.172553
Missouri,Franklin,101828,48480,25241,187.5933056
Missouri,Gasconade,14948,42826,22845,147.6410979
Missouri,Gentry,6785,41912,20687,0
Missouri,Greene,283206,41227,24097,620.7066615
Missouri,Grundy,10256,37656,19365,144.8575567
Missouri,Harrison,8722,39301,19906,114.4033863
Missouri,Henry,22034,42181,23961,394.3968448
Missouri,Hickory,9335,32122,18153,10.74691026
Missouri,Holt,4615,42500,25319,131.3485114
Missouri,Howard,10182,44820,22158,126.7427123
Missouri,Howell,40326,32784,18817,321.8379422
Missouri,Iron,10322,36239,19559,454.3696829
Missouri,Jackson,680905,46869,26629,1026.623686
Missouri,Jasper,117184,41811,22431,416.673826
Missouri,Jefferson,221577,55348,25247,201.9006667
Missouri,Johnson,54155,49792,22722,141.097999
Missouri,Knox,4035,38289,22397,49.17629702
Missouri,Laclede,35514,39712,19567,434.5753778
Missouri,Lafayette,32916,50723,24266,103.2085724
Missouri,Lawrence,38244,40597,19508,447.8198245
Missouri,Lewis,10172,43909,20042,59.10165485
Missouri,Lincoln,53850,53718,22232,168.956554
Missouri,Linn,12401,37997,19889,242.5614489
Missouri,Livingston,15042,43350,22557,121.0409522
Missouri,McDonald,22763,38368,18498,673.8186009
Missouri,Macon,15460,36976,19738,257.3340196
Missouri,Madison,12401,35097,17179,104.5772665
Missouri,Maries,9057,39700,20731,243.9565314
Missouri,Marion,28840,40814,21614,245.6407418
Missouri,Mercer,3718,40768,20404,27.06359946
Missouri,Miller,24956,38094,21268,163.3986928
Missouri,Mississippi,14208,28347,16515,693.1802269
Missouri,Moniteau,15801,47725,20901,152.4003048
Missouri,Monroe,8680,43138,20921,102.5757921
Missouri,Montgomery,11939,39830,20710,150.4387798
Missouri,Morgan,20225,33525,18431,532.938564
Missouri,New Madrid,18411,33630,19918,217.8056085
Missouri,Newton,58777,43290,22735,253.2075792
Missouri,Nodaway,23186,35854,18307,120.3731568
Missouri,Oregon,10979,29851,17070,363.7686431
Missouri,Osage,13758,52693,23918,65.75102279
Missouri,Ozark,9537,31399,16959,313.8075314
Missouri,Pemiscot,17837,29238,16902,998.7095326
Missouri,Perry,19100,51499,23695,146.8120805
Missouri,Pettis,42215,39928,20494,281.9571141
Missouri,Phelps,45029,41618,21611,265.5835026
Missouri,Pike,18517,41750,19005,80.34709947
Missouri,Platte,93394,68254,35666,100.7394706
Missouri,Polk,31107,41130,19908,413.2498224
Missouri,Pulaski,53443,47931,19568,396.2938156
Missouri,Putnam,4895,36346,20203,0
Missouri,Ralls,10243,47345,23442,78.49293564
Missouri,Randolph,25135,37832,18151,168.40417
Missouri,Ray,23031,52526,24101,247.4065715
Missouri,Reynolds,6578,35648,20082,363.6914684
Missouri,Ripley,13990,32444,17315,320.695553
Missouri,St. Charles,374805,72415,32946,138.1544599
Missouri,St. Clair,9520,32046,18840,263.518499
Missouri,Ste. Genevieve,17990,47014,23772,343.120711
Missouri,St. Francois,66010,39741,19315,268.8212641
Missouri,St. Louis,1001327,59755,35570,303.3619454
Missouri,Saline,23334,40101,20339,141.9232754
Missouri,Schuyler,4395,37500,19650,68.83891693
Missouri,Scotland,4873,39772,20859,60.96321886
Missouri,Scott,39061,39162,20542,1163.145839
Missouri,Shannon,8317,32404,19658,385.6815717
Missouri,Shelby,6179,39087,20569,161.8908855
Missouri,Stoddard,29837,38203,21797,198.1195433
Missouri,Stone,31375,40510,22473,421.7656644
Missouri,Sullivan,6512,40197,19930,124.0694789
Missouri,Taney,53555,38357,20520,520.7652823
Missouri,Texas,25735,35088,17741,97.51911375
Missouri,Vernon,20878,40693,20479,410.5207886
Missouri,Warren,33043,51133,24033,284.8571169
Missouri,Washington,25048,35305,17762,174.7973939
Missouri,Wayne,13397,33750,18748,104.4464339
Missouri,Webster,36690,44451,19956,178.2482312
Missouri,Worth,2082,45952,23815,95.6937799
Missouri,Wright,18449,29778,18481,265.2519894
Missouri,St. Louis city,317850,35599,23945,1791.995377
Montana,Beaverhead,9291,41512,26763,74.93844342
Montana,Big Horn,13141,41622,16244,214.6909983
Montana,Blaine,6598,36744,17442,287.7044216
Montana,Broadwater,5692,50115,29188,281.0962755
Montana,Carbon,10268,49767,28153,290.1353965
Montana,Carter,1227,45000,29391,0
Montana,Cascade,82090,45205,25870,236.6964459
Montana,Chouteau,5855,38521,22032,102.5816379
Montana,Custer,11945,48750,25506,209.1875157
Montana,Daniels,1758,49239,33140,111.6694584
Montana,Dawson,9365,52738,27878,211.7522499
Montana,Deer Lodge,9211,39399,23156,289.4200879
Montana,Fallon,3057,53266,32755,0
Montana,Fergus,11468,40881,26111,252.1519868
Montana,Flathead,93333,47851,26388,269.6952766
Montana,Gallatin,95323,55553,30293,186.8665541
Montana,Garfield,1047,39732,26142,0
Montana,Glacier,13672,29640,16892,363.9275056
Montana,Golden Valley,756,40938,21562,232.8288708
Montana,Granite,3168,48512,27136,0
Montana,Hill,16523,44633,20869,525.1086432
Montana,Jefferson,11502,60842,30886,112.9256428
Montana,Judith Basin,1997,44602,26595,148.8095238
Montana,Lake,29157,38732,22278,396.319399
Montana,Lewis and Clark,65357,56197,28476,292.3260583
Montana,Liberty,2369,47768,23587,0
Montana,Lincoln,19337,35275,22856,231.2435766
Montana,McCone,1728,40750,28654,58.51375073
Montana,Madison,7767,46250,29700,90.76763485
Montana,Meagher,1898,41641,20736,154.8786784
Montana,Mineral,4238,36031,20691,23.39181287
Montana,Missoula,111966,46164,26779,291.5738728
Montana,Musselshell,4790,39517,23545,367.249946
Montana,Park,15708,43932,27045,248.6927688
Montana,Petroleum,443,43750,25378,0
Montana,Phillips,4167,36071,22139,167.5041876
Montana,Pondera,6206,42264,22797,128.8037353
Montana,Powder River,1703,46346,29902,0
Montana,Powell,6975,40000,21536,214.5002145
Montana,Prairie,1372,42383,23285,169.6352841
Montana,Ravalli,40823,39480,22482,200.8671582
Montana,Richland,11132,65084,32900,285.3575887
Montana,Roosevelt,11072,32974,16182,386.5168539
Montana,Rosebud,9352,51159,23238,96.47336263
Montana,Sanders,11346,32257,20169,132.0073924
Montana,Sheridan,3630,50664,30814,490.7306434
Montana,Silver Bow,34549,37749,24383,257.7991484
Montana,Stillwater,9288,58259,29217,321.9575016
Montana,Sweet Grass,3633,50588,25522,109.0215318
Montana,Teton,6074,46360,24443,82.44023083
Montana,Toole,5150,44804,22101,0
Montana,Treasure,812,41103,20758,0
Montana,Valley,7577,49141,26337,157.2739187
Montana,Wheatland,2115,32723,19385,187.4414246
Montana,Wibaux,986,38553,23875,0
Montana,Yellowstone,153692,52802,29576,288.0087181
Nebraska,Adams,31442,50635,27690,183.4862385
Nebraska,Antelope,6486,45609,26763,61.95786865
Nebraska,Arthur,448,39375,22035,0
Nebraska,Banner,820,48897,31735,0
Nebraska,Blaine,551,48875,21854,0
Nebraska,Boone,5373,50306,27799,0
Nebraska,Box Butte,11310,51691,25897,0
Nebraska,Boyd,2039,40224,24085,0
Nebraska,Brown,3078,36078,26390,0
Nebraska,Buffalo,47958,53624,26846,110.6633537
Nebraska,Burt,6647,47429,24332,60.84575601
Nebraska,Butler,8256,51027,29457,36.09239654
Nebraska,Cass,25360,65619,30694,94.64842055
Nebraska,Cedar,8675,52250,27774,45.91895305
Nebraska,Chase,3897,52422,29905,100
Nebraska,Cherry,5770,48750,26229,259.1568763
Nebraska,Cheyenne,10077,53814,30339,89.18838569
Nebraska,Clay,6382,51470,26324,0
Nebraska,Colfax,10522,51367,22857,0
Nebraska,Cuming,9078,50013,25318,22.23210316
Nebraska,Custer,10802,46468,29406,74.12898443
